Network,ParkCode,ShortName,LongName,SiteCode,SiteCodeWQX,SiteName,Lat,Long,Type,CharacteristicName,DisplayName,DataName,Category,CategoryDisplay,Units,LowerPoint,UpperPoint,DataType,LowerDescription,UpperDescription,AssessmentDetails,LowerPointCondition,UpperPointCondition,IsActiveSiteCode,IsActiveCharacteristicName,IsActive
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_DUOA,NCRN_ROCR_DUOA,Dumbarton Oaks,38.91587369,-77.05914449,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,True,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_EGWA,NCRN_ROCR_EGWA,Rock Creek Downstream of Edgewater Stables,38.92091035,-77.05046543,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,False,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_FEBR,NCRN_ROCR_FEBR,Fenwick Branch,38.98462007,-77.04224753,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_KLVA,NCRN_ROCR_KLVA,Klingle Valley,38.93337231,-77.05182479,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_KLVA,NCRN_ROCR_KLVA,Klingle Valley,38.93337231,-77.05182479,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_KLVA,NCRN_ROCR_KLVA,Klingle Valley,38.93337231,-77.05182479,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_KLVA,NCRN_ROCR_KLVA,Klingle Valley,38.93337231,-77.05182479,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,ROCR,Rock Creek,Rock Creek Park,NCRN_ROCR_KLVA,NCRN_ROCR_KLVA,Klingle Valley,38.93337231,-77.05182479,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
