Network,ParkCode,ShortName,LongName,SiteCode,SiteCodeWQX,SiteName,Lat,Long,Type,CharacteristicName,DisplayName,DataName,Category,CategoryDisplay,Units,LowerPoint,UpperPoint,DataType,LowerDescription,UpperDescription,AssessmentDetails,LowerPointCondition,UpperPointCondition,IsActiveSiteCode,IsActiveCharacteristicName,IsActive
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable total phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,GWMP,GW Parkway,George Washington Memorial Parkway,NCRN_GWMP_TURU,NCRN_GWMP_TURU,Turkey Run,38.96341835,-77.15764198,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,0.69,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,MANA,Manassas,Manassas National Battlefield Park,NCRN_MANA_YOBR,NCRN_MANA_YOBR,Young's Branch,38.81870415,-77.51193434,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Discharge,Discharge,Base flow discharge,Discharge,Discharge,cfs,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Depth,Depth,Cross-Section Depth,Depth,Depth,ft,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,WaterTemp,Water Temperature,"Temperature, water",WaterTemp,Water Temperature,°C,,32.0,numeric,,Acceptable water temperature is below 32 degrees C for warm water streams.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",,>=,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,SC,Specific Conductance,Specific conductance,SC,Specific Conductance,µS/cm,,171.0,numeric,,Acceptable specific conductance is below 171 uS/cm.,Morgan et al. 2007,,>=,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,pH,pH,pH,pH,pH,pH Units,6.0,9.0,numeric,Acceptable pH is greater than or equal to 6.,Acceptable pH is less than or equal to 9.,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<,>,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,DOmg,DO Concentration,Dissolved oxygen (DO),DOmg,Dissolved Oxygen,mg/L,5.0,,numeric,Acceptable dissolved oxygen is above 5.0 mg/L for warm water streams and above 6.0 mg/L for cold water streams.,,"District DOE, 2010, State of MD 2010, State of WV 2011, VA Water Control Board 2011",<=,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,DOper,DO Saturation,Dissolved oxygen saturation,DOper,Dissolved Oxygen,percent,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,ANC,ANC,Acid Neutralizing Capacity (ANC),ANC,Acid Neutralizing Capacity,µeq/L,200.0,,numeric,Acceptable acid neutralizing capacity is above 200 ueq/L for non-karst terrain.,,Weeks et al. 2007,<=,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,WetWidth,Wetted Width,Wetted Width,WetWidth,Wetted Width,ft,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Velocity,Stream Velocity,Velocity - stream,Velocity,Velocity,ft/s,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,AirPress,Air Pressure,Barometric pressure,AirPress,Air Pressure,mm Hg,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Conductivity,Conductivity,Conductivity,Conductivity,Conductivity,µS/cm,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Salinity,Salinity,Salinity,Salinity,Salinity,ppt,,0.5,numeric,,Acceptable salinity is less than or equal to 0.5 ppt.,Ramasamy et al. 2014,,>,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,TDS,Total Dissolved Solids,Total dissolved solids,TDS,Total Dissolved Solids,mg/L,,,numeric,,,,,,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,TotalN,Total Nitrogen,"Total Nitrogen, mixed forms",TotalN,Total Nitrogen,mg/L,,0.69,numeric,,Acceptable total nitrogen is less than or equal to 0.69 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,True,True
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,TotalP,Total Phosphorus,"Total Phosphorus, mixed forms",TotalP,Total Phosphorus,mg/L,,0.037,numeric,,Acceptable phosphorus is less than or equal to 0.037 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,TotalDN,Total Dissolved Nitrogen,"Total Dissolved Nitrogen, mixed forms",TotalDN,Total Dissolved Nitrogen,mg/L,,,numeric,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,TotalDP,Total Dissolved Phosphorus,"Total Dissolved Phosphorus, mixed forms",TotalDP,Total Dissolved Phosphorus,mg/L,,,numeric,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Ammonia,Ammonia,Ammonia,Ammonia,Ammonia,mg/L,,,numeric,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Nitrate,Nitrate,Nitrate,Nitrate,Nitrate,mg/L,,2.0,numeric,,Acceptable nitrate is less than or equal to 2.0 mg/L in nutrient ecoregion IX.,EPA 2000,,>,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Weather,Weather,Weather condition (WMO code 4501) (choice list),Weather,Weather Conditions,,,,factor,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Algae,Algae,"Substrate algae, % (choice list)",Algae,Algae,,,,factor,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,AlgaeColor,Algae Color,Substrate algae color,AlgaeColor,Algae Color,,,,factor,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,WaterAppearance,Water Appearance,Water appearance (text),WaterAppearance,Water Appearance,,,,factor,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,FlowCondition,Flow Condition,Stream flow (choice list),FlowCondition,Flow Condition,,,,factor,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,Orthophosphate,mg/L,,,numeric,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_BONE,NCRN_PRWI_BONE,Boneyard Run,38.566619,-77.364022,Stream,Turbidity,Turbidity,Turbidity,Turbidity,Turbidity,ntu,,,numeric,,,,,,True,False,False
NCRN,PRWI,Prince William,Prince William Forest Park,NCRN_PRWI_CARU,NCRN_PRWI_CARU,Carters Run,38.56654012,-77.3646249,Stream,AirTemp,Air Temperature,"Temperature, air",AirTemp,Air Temperature,°C,,,numeric,,,,,,True,True,True
